Comment_raw,Sentiment
I searched this to annoy my siblings,Neu
I strongly disagree wiv sum ov these choices!!,Neg
"I swear, this shit is going to give me a seizure,",Neg
I think all about that bass is bad,Neg
I think I need ear surgery because on of my hearing broke,Neu
"I Think KSI’s “thick of it” beat you, sorry.",Neu
I think thats throat singing or diifferent,Neg
I think this video is so ridiculous,Neg
"I thought it was mega gay then, and still do now",Neu
I typed “worst songs ever in the world” and it just came up as this I’m dead it’s the worst,Neg
I understand photograph by Nickelback,Neu
"I used to be disabled, but when I watched this video, I had enough strength to get up and jump from the 10th floor! Thank you very much to the author!",Neg
I used to be terrified as shit looking at him,Neg
I used to hate this song lol,Neg
"I want Bich Phuong back. Hien Ho did something unforgivable and awful with intent. Glad the boycotts did something. If you support her, that means you support what she did wrong even if you say you only support her music and not what she did.",Neg
I want to dai,Neu
I want whatever they were smoking back in 2013 to come up with this song,Neg
I was disabled and I didn't have any limbs but I grew them back just to turn off the song,Neu
"I was drumming to this and my mom said ""do a different song this song is giving me a headache""",Neg
"I was not depressed, now I am",Neg
i was playing some horror games and i got jumpscared by this,Neu
I was sad when before i heard this.... Now i am depressed,Neg
I wasted better time in prison than listen to this song,Neu
I watching this only to get Rick Rolled for the 2nd place fck,Neu
I’m sorry but this is very wrong a elephant does not go toot if you are being accurate a seal dose not go ow ow ow it can’t even speak English and a fox the main thing in this dose not go ring ding ding ding ding and pow pow pow pow pow pow children are watching this they are going to get things in life wrong,Neg
I’m sorry for you,Neg
I’ve been in a coma and I woke up just to turn this off,Neg
Iâ€™m convinced that this was written before the anesthetic wore off.,Neg
Ice Ice Baby is definitely my guilty pleasure. Ik all the lyrics lol,Neg
I'd work up ten minutes earlier just to turn this off if it was my alarm,Neg
"IDK, but this song = fail!",Neg
"IDK, but this song SUCKS!",Neg
"If I was dead and this song played in my funeral,I’d come back alive to turn it off",Neg
"If this song plays at my funeral, I’m getting up to die somewhere else.",Neg
"if you are serious i bet you are gen z, gen z only focus to have shit opinions",Neg
Im gonna have nightmares of this guy waking me up for school in the morning,Neg
I'm grateful for the ability to hear. I just wish I couldn't now.,Neg
"Im lặng là tiếp tay cho điều sai trái, chỉ có nói lên mới cứu được nhiều người sau",Neg
im scared and my brain hurts. i dont even have a brain,Neg
im sorry but why the f is viet pop so underrated?,Neg
I'm🇴🇲 never watching this ever again,Neg
In human history? Need to dig deeper!,Neg
In this video: psy is an asshole to everyone. such is the life of a gentleman.,Neg
intro mới phèn vch,Neg
Is he high,Neu
Is he mad,Neu
Is he speaking throw up,Neg
Is so chrince bro,Neg
Is the guy asthmatic or what? XD,Neg
Is this a real song? Because it sounds like trash!,Neg
Is this a song in Ohio?,Neu
Is this a song? It’s nothing!,Neg
Is this deliberately this bad?,Neu
Is this even a song?,Neu
Is this even music? Mad lame!,Neg
"Is this for real? It's a complete flop, no cap!",Neg
Iserched the worst ssongever worst song ever,Neg
Isn't that enough to recorb With a Knif?,Neg
It cannot be repeat of that of world of this one this is weirdest song of this i'm not doing that of this coronavirus of that of garvey i'm not doing that that's coronavirus of death of mark it will be wrapped off office marcus face,Neg
It cursed my phone 0:17,Neg
it is realy the worst,Neg
It say badwords,Neg
It sounds like a bad imitation.,Neu
It sounds like a rushed job.,Neg
it sounds like Goofy if he was trying to talk to whales but he had a stroke halfway through.,Neg
It sounds like goofy trying to sing,Neg
It sounds like goofys having a seizure-,Neg
It sounds so weird in 2× speed,Neu
It was my death. And then i woke up to turn this off and went back to the coffin,Neg
"It was so mind-blowingly bad I had to listen to ""It's Friday"" just to recalibrate to normal level of really bad",Neu
It wouldn't be that bad if it weren't for the alarm clock,Neg
It’s annoying. I hate this song.,Neg
It’s like a broken record on repeat.,Neg
It’s like listening to random sound effects.,Neu
It’s like they didn’t even try.,Neu
It's kinda annoying how they wasted such a great beat on brainrot lyrics,Neg
It's like he's having a heart attack!!!,Neg
Its maybe the worst song ever,Neg
It's very close for the title of worst song ever between this and Day Of Helga by Derelict Sermon.,Neu
It's weirder than my cousin who doesn't fricken smile,Neg
I've been in a wheelchair all my life and I stood up to turn this song off,Neg
Just another forgettable track.,Neg
Just another generic music vid.,Neg
"Just background noise, meh.",Neg
Just noise with no purpose.,Neg
k bt mn như nào nhưng cá nhân mình thì k thích đoạn rap lém kp k hay chỉ là mình thấy nhạc đg chill nên hog thích có rap vào thui,Neg
"k dám nghe bài này nơi đông ng luôn á, nghe mà ngại dùm",Neg
"K hiểu s trên đời lại có loại đàn bà vừa ác miệng, vừa hỗn, vừa …. Thật tuyệt vời. Chửi như hát k còn là thứ j đó quá mĩ miều khi chữ đc phát ra từ Pháo. Nó đẹp như tranh",Pos
"karma's a b*tch, i should have known better. If I had a wish i would have never f-ed around",Neg
"Kể ra k có rap nghe hay hơn, giọng rap k hợp",Neg
"Kệ, ai chê thì chê...chứ tôi cũng CHẲNG THÍCH XÍU NÀO...Hát tiếng Việt nghe nói bị chê nhiều...giờ hát nghe nói tiếng Nhật để ..khắc phục khuyết điểm....kkk...Đúng là ""lấy độc trị độc""....kkk",Neu
"Kém quá, nghe xỉu hết cỡ.",Neg
Kêu dở mà top 28 thịnh hành mấy bọn ganh tị à,Neg
Khiếp.. Cái bài hát.. Nghe xong bài này mình mới phải thực sự ngẫm lại những bài mình làm trò cười trên face hay Zalo chưa là gì so với chị này :)),Neg
Khó coi,Neu
khổ thân mấy con cá bị bà ý làm tùm lum luôn,Neg
Khổ thân mấy con cá trong mv,Neg
Khổ thân mình tay đang cầm cốc uni matcha 30k thì lỡ tay bật bài này vừa nghe cái từ nói dối thì phụt hết cả ra văng ra bàn đối diện,Neg
khoan đã. Nội dung bài này là gì vậy mọi người?,Neg
khoảng giữa có thêm đoạn rap thì thôi rồi,Neg
"Không bênh nhưng nên biết điểm dừng lời khuyên cho cái thế hệ bây giờ đc gọi là idol.Chipu rất xinh rất đẹp nhg em chỉ nên dừng lại ở việc làm mẫu ảnh và giải trí đơn thuần như đóng mấy cái clip ngắn thôi thì giá trị bản thân em sẽ luôn giữ đc trong lòng ng hâm mộ,chứ đừng làm những cái mà bản thân mình ko phù hợp và ko bao giờ làm đc.",Neg
"Không có điểm nhấn, chỉ toàn là đổ.",Neg
"Không có gì ấn tượng, chỉ toàn là filler.",Neg
Không có gì đáng chú ý hết.,Neg
"Không có gì để khen, chỉ toàn chê.",Neg
"Không có gì đột phá, chỉ toàn sao cũ.",Neu
"Không có hồn, chỉ biết đổ ra trend.",Neg
"Không có hồn, không có cảm xúc gì.",Neg
"Không đập được vibe, quá nhạt nhẽo.",Neg
không hay,Neg
"Không hiểu gì hết quá xàm, mv vậy cũng ra",Neg
Không hiểu hát cái gì luôn á,Neg
Không mô nữa ko cầu siều c,Neg
"Không nghe đc gì hết, khen được cũng hay",Neg
Không nha,Neg
Không phủ định Chi Pu có năng lực sáng tác nhưng cài này đúng là 1 cú vấp của Chi Pu thật. Là 1 người yêu thích và hiểu biết về văn hóa Nhật tôi chả thể chấp nhận được cách phối lời nhạc như thế được vừa vô nghĩa vừa đem cảm giác đu trend như mấy đứa nhóc chả biết gì về Nhật mà suốt ngày cứ kimochi kimochi.,Neg
"Không recommend chút nào, xấu bét.",Neg
không thể nào tưởng tượng nổi Chi Pu sẽ live bài này như thế nào luôn :))),Neg
"Không tìm được sự tích cực ,âm nhạc gì thế , xin lỗi tôi không nghe được nghệ thuật chân chính của bạn nằm ở đâu trong bài hát, MV lần này. Có lẽ diễn xuất có phần hợp hơn với...bạn",Neg
Khúc rap không hợp,Neg
Kids in 2024 watching what does the fox say: FURRY!!!!,Neu
Kiểu tóc gì đây ta,Neu
Kinh dị quá ạ,Neg
Kinh khủng thật sự. Mấy mắn là xung quanh mình ai cũng thấy bài này gớm.,Neg
KINH LGB CHẮC LUÔN,Neg
"ko biết ai tư vấn tiếng nhật cho chipu mà hát thành shashimi luôn zẩy trời. mỗi lần tui nghe từ shashimi là tui cười xỉu, là sashimi trời ạ. đọc nó khác nhau mà",Neg
ko biết mình nghĩ cái j mà lại xem + nghe hết bài này. trời như điên đấy. phí cả  3:55 cuộc đời,Neg
"Ko biết tiếng còn thông cảm đc, nhưng đã ko biết tiếng mà thậm chí còn ko phát âm nổi đc thì đừng nên bầy đặt hát tiếng nước ngoài.",Neg
"Ko có cảm xúc gì, nghe như được đánh máy.",Neg
"Ko có chút đột phá nào, toàn nhạt nhẽo.",Neg
"Ko có chút sáng tạo nào, toàn copy.",Neu
"Ko có điểm nhấn, toàn là filler.",Neg
Ko đâu đúng là thảm họa .,Neg
Ko được làm theo vedio trên nhé,Neg
Ko hay lém. Vẫn thấy thiếu cảm xúc. Cá nhân thấy vậy,Neg
"Ko hề có cảm xúc, chỉ có sự cố gắng vô nghĩa.",Neg
"ko hiểu đây là âm nhạc cc ji, ae nào giải thích giùm t cái ý nghĩa của nó phát, tao nghe thich mỗi ""kimochi""",Neg
Ko hiểu gì hết,Neg
Ko hiểu sao 1 nhạc sĩ chất lượng như Hứa Kim Tuyền lại viết 1 ca khúc kinh khủng như thế này rẻ tiền thật sự,Neg
"Ko ngờ gu ăn mặc của cách đây 9 năm mặn vl 
Éo tin đc luôn vừa vào xem nhìn ngay cặp kính và cái giọng ám ảnh 
NĂM 2021 AI XEM VIDEO NÀY KHÔNG",Neg
Ko nha trai thẳng kkk,Neg
ko thể nào hiểu nổi từ ngữ chả ra làm sao,Neg
Ko thể nghe hoài mà ko thấy gì mới.,Neu
"️ko thể rap tròn miệng dc hả, giọng cứ xoè mồm ra khè khè ko lớn dc",Neg
Ko thích ăn sống nha thích ăn khét lẹt,Neg
Ko xứng đáng với thời gian của người nghe.,Neg
KSI is worse than this,Neg
là ông đang hát muốn lấy ông ny của bà kia thế là lẩu gà bình thuận à,Neg
Lacking emotion and creativity.,Neg
"Lại thêm 1 bài đổ chất, chán quá.",Neg
Lại thêm 1 tác phẩm thiếu tự nhiên và hồn.,Pos
Làm pho thoi em oi,Neg
"Làm sao bài này có thể dc khen, khi nó chỉ là đồ phế?",Neg
Làm sao mà dám cho ra đấy nhỉ?,Neg
Làm sao mà lại cho ra kiểu này nhỉ?,Neu
Lame and outdated vibe.,Neg
lần đau nghe bài tệ z,Neg
Lãng xẹt,Neg
"lấy can đảm ở đâu ra mà hát được bài này ta hình ảnh Mv thì lạ mắt, khen còn lại chê, rất chê nha. Chê đậm sau cái lyric nha",Neu
"Lạy thằng nào khen nhạc đỉnh, thảm họa nhạc việt, như đấm vào tai người nghe, éo thấm nổi, fan mù quáng",Neg
Leave creed out of this,Neg
Limp bizkit doesn't belong anywhere on this list lol,Neg
Linda chơi ném đá:(,Neg
Linda gạch ống,Neg
Linda gạch ống kìa,Neg
Listening in 2025. Wow! Just wow! This is complete garbage!,Neg
Literally couldn’t feel anything.,Neg
Lò tôn:),Neg
"Lời bài hát không có điểm nhấn, nghe qua chỉ thấy mờ nhạt.",Neg
Lời bài hát nghe vô nghĩa vc,Neg
Lời bài hát như,Neg
Lời bài hát sao giống mời người ta dạo nhà thổ vậy? Đang quảng cáo cho nhà thổ ?,Neg
"Lời bài hát sáo rỗng(không phải nhạy cảm), giai điệu không bắt tai, giọng hát thì hết cứu, quả nhiên tệ thật",Neg
lời bài hát vô tri vch,Neg
"Lời ca khá nhạt, không đủ sức gây ấn tượng.",Neg
"Lời ca lộn xộn, beat yếu ớt – tổng thể chỉ toàn là thất vọng.",Neg
"Lời ca lộn xộn, tui như bị tấn công bởi từ ngữ.",Neg
"Lời ca như dịch từ cơn ác mộng, xấu xa không đỡ nổi.",Neg
"Lời ca quá sao, nghe như copy paste.",Neu
"Lời ca sao chép, beat máy móc – nghệ thuật đâu có, chỉ toàn nhạt.",Neg
Lời ca tệ đến mức khiến tui muốn tắt máy ngay lập tức.,Neg
"Lời ca tẻ nhạt, nghe mà buồn.",Neg
"Lời ca thiếu chiều sâu, quá tầm thường.",Neg
Lời ca tự xưng nghệ thuật nhưng lại rỗng tuếch đến mức không chấp nhận nổi.,Neg
"Lời ca viết ngẫu hứng, thiếu đi chút gì đó tinh tế.",Neg
Lời ca xáo rỗng,Neg
"Lời ca xê dịch, tự xưng “cool” mà không một tia sáng.",Neg
lời hát sáo rỗng,Neg
lời khó nghe quá,Neg
Lời lẽ thô thiển giống như là đùa giỡn ở bàn nhậu chứ không phải là một sản phẩm âm nhạc,Neg
lời này mà cũng thành bài hát đc thì t cũng nể luôn,Pos
Lời nhạc bình thường mà,Neg
lời sáo rỗng nhưng beat hay thiệt,Neg
lời thì hơi xàm nhưng mà nhạc cuốn vc,Neg
"lots of hits here, wtf...",Neu
"Lowkey, this song is a mess!",Neg
Lũ mọi,Neg
Lúc thứ 2 Linda múa lửa bị cháy đít,Neu
"lượt like ít hơn lượt ko thích 
đúng là tài năng âm nhạc đây rồi",Neg
Lyric sáo rỗng nhưng mà nhạc hay đó chứ,Pos
lyric sến,Neg
"lyric thì sáo rỗng, nghe chả ra cái thể thống gì",Neg
"Lyrics bài đã nói lên tất cả. Cái tính trăng hoa, đào hoa nó đã ngấm vào máu rồi thì khó mà bỏ được. Các bạn gái hãy lý trí lên. Biết giá trị của mình ở đâu và cố gắng đừng là sự lựa chọn của bất kỳ gã đàn ông nào. Phụ nữ trong tình yêu luôn luôn là người thiệt thòi.  Tuổi xuân có hạn, gặp tên khốn nạn tốt nhất nên đi.",Neu
"Lyrics đúng vl luôn, k nghĩ sao dám hát đc cái lyrics này , uổng cho phần beat khá bắt taiiii",Neu
lyrics nghe muốn trầm kẻmk :Đ,Neu
lyrics vô nghĩa vc=___,Neu
lyrics xam l tht,Neg
M* cái kiểu phát âm “SHA shi mi” nghe khó chịu vl,Neu
Má Hứa Kim Tuyền toàn sáng tác nhạc hay sao ra được cái bài này hả trời ??,Neg
Má nó nhạc gì mà nó lỏ thì thôi nhé luôn,Neg
má ơi 2h sáng ngta bận đi ngủ ai bắt máy trời,Neg
Má ơi đam mẽo,Neu
"má ưi chưa bao giờ nghe bài nhạc nó vô nghĩa ntn, chạy sản lượng bất chấp luôn, ngừng ra MV giùm nha Tree Piu ơi",Neg
"Major letdown, no hype at all.",Neg
Majority of these songs are not hated. CLICKBAIT!!!!!,Neu
Man Soulja boy disrespect,Neg
Mặt hơi đơ,Neu
Mắt lé hay sao zị ta,Neu
Mấy con quỷ rất thích ăn tươi nuốt sống! Mời anh vào xơi,Neg
mấy đoạn rap nghe như giáo dục công dân ý,Pos
"Mấy đứa ảo chứ, bài này là trash!",Neg
"Mấy đứa khen bài này thật là sai, nó quá dở!",Neg
"Mấy nốt nhạc này như bị trượt vô hồn, quá hỗn loạn.",Neg
Me at washroom while poop,Neg
Mé nhạc hay mà rap như đấm vào tai,Neg
Me when I have cancer :-,Neg
me when I lie,Neg
Me when pooping,Neg
Me when the poop is hard 0:05 Me when put full force 0:13 Me when the poop finally comes out 0:21,Neg
Me while pooping,Neu
Me: *Clicks On Video* *Song started playing* Me: RIP MY EARS,Neg
me: mom can go see a concert? mom: we have music at home the music at home:,Neu
"me: searches up ""Worst song ever"" me: i love this",Neg
Me:This cannot get worse Song0:46,Neg
méo hiểu thiên tài âm nhạc nào sáng tác đc ra tác phẩm này,Neu
Min với Erik collab tiếp đi,Neu
"Min, Bích Phương, Hoàng Thùy Linh, bộ 3 main pop girls Việt Nam đều lặn mất hút",Neg
"Mình đã có một chút cảm tình từ sau những sản phẩm mà cả 1 ekip đằng sau đó gồng gánh, nhưng vẫn giữ khách quan để cảm nhận công tâm giọng hát của bạn sau những bài hát nhẹ nhàng. Giọng hat của bạn không đến nỗi quá tệ có một chút đặc trưng từ những câu nói và câu hát da diết. Những sản phẩm giải trí sau này quả thực ngoài beat và MV ra thì không còn gì để nhận xét. Thật sự quá lãng phí",Neg
"Mình ko hiểu bài hát này làm sao tuy khá hay nhưng việc cướp ny của hai bạn đang yêu nhau và quấy rối thì mình cảm thấy có chút bản nhạc này ko ổn, cũng như mình ko thích việc hai người đang yêu nhau lại bị quấy rối và giật ny như vậy khác gì trà xanh ko",Neg
Mình là cô gái trung hoa vì mặc sườn xám đẹp mà hồi nhỏ thui,Pos
"Mình xem Phương My lúc tham gia bài hát yêu thích trên kênh THVL chị hát bài gì đó quên tên rồi, thật sự giọng hát có lực và hay, tiếc là chọn nói dối để debut thành thảm hoạ, chứ mình biết cô này hát khá hay và nội lực, do bài hát và MV nói dối này thảm hoạ quá",Pos
"Minus like 1 or 2. And like 5 i havent heard. I like every song here. Things like gucci gang, baby, what the fox say. Nothing has to be beautiful to get catchy. Plus its not a flex to hate more music than you love",Neu
Misha didn’t want to call me back and he even asked me you did not enjoy it. Do you know when you getting ready to fall for somebody to fall,Neg
"Missed the mark completely, honestly.",Neg
Mit thi kìa,Pos
Mitthy nữa chèn,Pos
"mixed like shit, distorted af, 5b views, god the old times where so good",Neg
Mô nó như cưc,Neg
"mỗi điểm thi dưới 5 thì em sẽ nghe lại nhạc của chị 1 lần , em nghe đc 5 lần rùi ;(",Neg
Mỗi lần stress là tui lại bật bài này rồi tắt nguồn! Hi vọng Chi Mu đừng ra MV nữa! Thanks!,Neg
Mới nghe đã thấy thất vọng rầm rộ.,Neu
Mới nghe lần đầu đã thấy “mờ” luôn.,Neg
"Mới thấy phản ánh trên vtv , quả này mà hát live thì hiểu con người luôn đấy nhỉ",Neg
"Mọi thứ đều ổn. Riêng lời nhạc không nghe được. Phát âm không tròn vành rõ chữ, vocal không tách bạch mà cứ dính hết vào nhau, lạm dụng chỉnh âm vài chỗ nhiều quá nên nghe giọng hát bị giả ấy. Nói chung được cái nhạc nghe lạ chứ giọng hát thì không ổn, chưa thể tới mức gọi là ca sĩ. Bài hát thị trường thì được, nhanh nổi cũng nhanh chìm, không đọng lại được gì sau khi nghe, cảm giác chưng hửng lắm. Việc sử dụng hình ảnh bạn Linda cũng là một cách sáng tạo nhưng đối với mình, đây chỉ là phương pháp để marketing PR cho sản phẩm chứ không có mang lại nhiều value cho sản phẩm âm nhạc.",Neg
"Mọi thứ đều tẻ nhạt, chẳng có gì cuốn hút.",Neu
Mọi thứ tốt hết hình ảnh đẹp nhảy đẹp.. nhạc hay lời bài hát nhảm quá.. lời bài hát ý nghĩa xíu.. là bài này hot like,Neg
"mời toàn tên tuổi lớn nhưng nói thật, tôi không chắc bài này sẽ đạt thành tích cao.",Neg
Mom: go play with the neighbours kid The neighbour kid:,Neg
Mom: play with our new neighbor's kid.. The neighbor's kid:,Neu
Mom:go play with the neighbors kid The neighbors kid:,Neg
More annoying than I remember,Neg
More like. The worst song ever,Neu
Most of these are definitely shit.,Neg
Most of these songs are the best,Neg
"Most of these songs were considered the most loved at some point of time, is this rage bait?",Neg
Most of these were rage bait,Neg
Một bài hát loạn giới tính .,Neg
Một bài hát tuyệt vời. Người yêi lừa dối tôi,Neg
Một bài hát và cả giọng hát chỉ dành cho những người thiểu năng trí tuệ nghe,Neg
một chiếc clip đầy lông lách,Neg
Một đống drama vì bài hát này d.ở,Neg
Một lần nói dối vạn lần mất 'KINH'(tin),Neg
Một Mv bán thịt ế,Neg
"Một số đoạn mix âm thanh bị lệch tông, gây khó chịu khi nghe.",Neg
Một trong những bài hát không có nội dung :)))) T xem vì ny bắt xem,Neg
Một vài đoạn nhạc nghe như bị cắt ghép không mượt mà.,Neg
Mua cmt hay sao mà lắm cmt khen giống nhau thế ???,Neg
Múp vãi,Neg
Music in ohio,Neu
MV chất vãi. Chất độc màu da cam,Neg
MV đúng quá là CHẤT thải,Neg
MV hơi bị đầu tư:)) đập phá tè le:)),Neg
Mv ko vô gì với nhạc kkkk,Neg
"MV này hơn khối mv ngoài kia, mà ko hỉu sau dân mạng cứ hùa theo chửi. Mong Chipu ở TQ hoạt động luôn chứ VN toàn người hùa",Neg
Mv tào lao quá.,Neg
mv tệ quá,Neg
MV thì cũng được đó nhưng là beat còn lời thì chả nghe được gì,Neg
Mv xàm từ trước đến giờ,Neg
"My bestie sent me this,I’m blocking her now :)))",Neu
"My brother died yesterday, and we listened to this song as he held my hand and breathed his last breath. Go well brother rest in peace",Neg
My brother got annoyed af,Neg
My brother loves this so much that he hit me with a throwed my phone! (AHHHHHHHHHHHHH),Neg
My computer just bluescreened while listening to this,Neg
My cousin thought this man was homeless,Neg
My dog had the most disgusted face when this song played,Neg
my ears are bleeding,Neg
My ears are bleeding from this,Neg
My ears bleed,Neg
my ears hurt,Neg
My food nearly choke me what the heck you tell me is give him giving joke,Neu
My friend recommended this to me I am forever scared,Pos
"My great-grandpaâ€™s a WW2 veteran. He has late-stage Alzheimer's, has lost a limb, and hasn't gotten up from his chair in 2 years. When | played this song, however, it inspired him. Something in it resonated with him. He gathered all the strength he could, got up from out of his chair for the first time in 2 years, grabbed his rifle he hasn't touched since the war, and shot himself. Thanks to this song, he is finally out of his misery.",Neg
"My like is only for the channel's benefit, the song and video is completely revolting to watch and listen to and could easily make a person throw up XD Good hoot though. How on earth this chap is quite happy to make a complete a-hole out of himself is beyond me...",Neg
My neck is broken and I had to twist it to turn this song of,Neg
my shit,Neg
My son is dead of this song,Neg
"My teenage son is the deepest sleeper ever....I can attest, this song wakes him up. He gets up annoyed and cranky having been subjected to this, but yes, it wakes him up.",Neg
My wife asked me to dedicate her a song. I’m sleeping outside tonight.,Neg
Nào mấy đứa cho vote cao? Rác mà!,Neg
Nể bản thân mình vì ngồi nghe đc hết cái bài này,Neg
"Nếu bạn Chi có đọc những lời này, đừng tạo ra những sản phẩm như thế này dù chỉ là ẩn dụ, ảnh hưởng đến thế hệ mai sau, sẽ có người công nhận bạn nếu bạn thành công và đóng góp giá trị tích cực cho cộng đồng. Chúc bạn thành công",Neu
"nếu đây được gọi là nhạc thì có lẽ tôi ngày đéo nào cũng viết được cả chục bài hát, mặc dù chưa học qua lớp về âm nhạc nào",Neg
Nếu lời ổn hơn thì bài này sẽ gây nghiện.,Neg
Nếu nó quá sexy tôi nghĩ nó bay màu Cẩn thận,Neg
never make another list again,Neg
Never make another song again.,Neg
Never rank again bro,Neg
Ng t3 lại hát nhạc ghen :)))) buồn vì bị phụ bạc :)))))),Neg
Ngang phè phè nghe cảm thấy nặng trĩu,Neg
Ngáo,Neu
"Ngày xưa bài này được coi là thảm họa kinh khủng lắm.
Nhưng sau mấy năm, mình thấy bài này cũng không đến nỗi thảm họa so với mấy bài bây giờ ;)))",Pos
"Ngày xưa xem thì ko hiểu gì hết,lớn hơn xíu xem phân tích thì hiểu sưong sưong,giờ xem lại thấy giống câu chuyện 2 ng khùng yêu nhau.Tự dưng hai h sáng gọi ngta r tưởng tượng linh tinh,còn min thì say leo lên đèn chùm ngủ r hai khứa thi nhau phá đồ",Neg
Nge tu 2017 tới 2025 cách 10 ngày lại nge,Pos
Nghe bác Hoài Sa khen nhạc của Hứa Kim Tuyền mà sao lại ra sp như * thế này?,Neg
nghe bài này mà ngấm nổi chắc chết liền =)))),Neg
nghe bài này xong muốn đập bể cái máy tính,Neg
"Nghe bài này, cảm giác như bị đánh đòn bởi cơn bão âm thanh.",Neg
"Nghe bài này, tui cứ như bị tấn công bởi tiếng ồn hỗn loạn.",Neg
nghe bài nhãm đỡ ko nổi,Neg
nghe bực mình và sáo rỗng thực sự,Neg
nghe buồn cười quá ;)),Neg
Nghe chán vkl,Neg
Nghe chê là bài hát tệ nhất VN. Tôi ngồi cài view liên tục..,Pos
"Nghe có vẻ trendy, nhưng chất lượng = 0.",Neg
Nghe dễ ẻ dễ sợ,Neg
Nghe đi nghe lại rồi mà vẫn mất hứng bởi cái đoạn rap bài này với bài lệ lưu ly,Neg
Nghe đoạn nhạc đầu như Tây Du Kí :v,Neu
nghe đời tư đi đừng nghe nhạc,Neg
Nghe hay chết liền,Neg
Nghe không lối thoát rồi ... Ai dắt tui thoát ra được không,Neg
nghe không thấy cảm hứng gì luôn.,Neg
Nghe ko hiểu,Neg
"Nghe là thèm muốn chửi, quá dở bể luôn.",Neg
nghe lại sợ vl =))),Neg
"nghe lần 1: cũng được sao nghiều người chửi thế
nghe lần 2:ăn gì em cúng 
nghe lần 3:bố mày muốn phá đt 
nghe lần 4 : đi bệnh viện",Neg
"Nghe lâu rồi mà h mới vào""khen""lời và giọng,nhạc cũng chẳng có gì đặc biệt nghe không hay nhm nghe bản này xong tui bị nghiện (này là lofi được 1 chị vtuber cover nha hay xỉu) https://youtu.be/ylKMP-trkQE",Neg
Nghe mà cảm thấy thiếu cả tính sáng tạo.,Neg
nghe mãi không hiểu ý nghĩa gì luôn,Neg
"Nghe mệt mỏi, chỉ muốn tắt ngay từ đầu.",Neg
nghe nhạc ồn quá ngủ ko được chứ gì ?,Neg
nghe như ai đánh t z,Neg
Nghe như đag ịt nhau ă:))))),Neg
Nghe như dấm vào tai,Neg
Nghe như đấm vào tai vậy,Neg
"Nghe như hỗn độn, chỉ biết chê.",Neu
Nghe như phim sẽ anh khánh may mắn và cô bán shushi d*m đãng,Neg
Nghe như que đập vào tai khó nghe vkl,Neg
Nghe nói đồi trụy lắm nên vào xem thử có như thiên hạ đồn không. Hoá ra hát bài quảng cáo gái ngành là có thật,Neg
Nghe rồi thì thấy noa giống nhạc covid 19,Neu
"Nghe rối, không có chút tinh tế nào.",Neg
Nghệ sĩ tự xưng tài năng nhưng bài này chỉ biết phá phách.,Neg
"Nghệ thuật đâu có, chỉ có sự tầm thường.",Neg
"Nghệ thuật đâu có, chỉ toàn là phá phách và đổ xệ.",Neg
Nghe xong chỉ muốn đổi kênh ngay.,Neu
Nghe xong chỉ muốn tắt luôn.,Neu
"Nghe xong chỉ thấy bồn chồn, như bị nhấn chìm trong cơn bão âm thanh.",Neg
"Nghe xong chỉ thấy lộn xộn, như mớ bãi rác âm nhạc được ghép lại.",Neg
Nghe xong chỉ thấy phí thời gian.,Neg
Nghe xong éo hiểu con K. H. Ù. N. G này hát cái gì….. Khâm phục mức độ lầy lội của con Rối hát này,Neg
Nghe xong kb hát về cái gì,Neg
"Nghe xong nhớ ngay bài cũ, hổng gì mới.",Neu
nghỉ chị ơi mdma xlr 11,Neu
Ngoại trừ cái điệp khúc thì bài này là một thảm hoạ âm nhạc,Neg
Ngoại trừ đi hát ra thì MV ko chê vào đâu đc,Pos
"ngoại trừ giọng hát kinh khủng và cho cái kimochi vào chả liên quan gì thì cái gì cũng ok, còn liên tưởng là do đầu óc ng xem, việt nam mình đang còn quá cổ hủ, chi pu chọn sai thị trường và chưa đủ trình ca hát, chứ mv này mà ra được quốc tế thì được tung hô lắm. Chi pu nên học cách phát âm /sh/ và /s/ dhs mỹ mà phát âm bcuoi lại còn rất hay làm màu về accent.",Neg
"Ngực thì k có muốn đóng jav. Nhạc thì k có chút ngân vang, hát như đọc chữ quan trọng nữa phát âm sai ngay từ tên bài hát. Cả 1 ekip mà không chỉnh sửa cái cơ bản nhất là tên bài hát đã đọc sai người ta cười cho thúi mũi. Sashimi mà cứ hát thành shashimi điều này người Nhật cực kì để ý nhé người ta dạy từ đứa con nít nếu đọc sai",Neu
Người dắt em lên thiên đường rồi trói giết em,Neu
Người Nhật nghe bài này xong có thấy bị xúc phạm văn hoá ẩm thực của họ không ta? Nghe CP shhhhhhashhhhhi nghe mệt não,Neu
người việt nam dễ quên cái phốt thế này sau??,Neu
"Nhạc bây giờ nghe thấy ghê quá, không có hay gì hết, hát giống như bị khùng",Neg
"nhạc chán điên nể mấy cmt khen hay ạ, siêu chán",Neg
Nhạc chẳng hay chút nào,Neu
Nhạc cho mấy mẹ đi quẩy bar khi bị ny đá đây rồi =))),Neg
nhạc clgt :),Neg
Nhạc đ hay,Neu
nhạc đã tai,Pos
nhạc dành để tra tấn tù nhân hả,Neg
Nhạc dạo đầu rất hay cho đến khi nghe đến lời bài hát thì tôi chả muốn xem nữa,Neg
Nhạc đáy xã hội cho đạt villa nghe à :)),Neg
